bigram,log_odds_ratio
find courage,-0.6909
smaller packs,-0.6909
took get,-0.6909
garden center,-0.6909
bought google,-0.6909
might sound,-0.6909
vacation seems,-0.6909
however thought,-0.6909
say lightly,-0.6909
subscription end,-0.6909
fill fast,-0.6909
size containers,-0.6909
fit wear,-0.6909
magnetic closure,-0.6909
bands still,-0.6909
items fit,-0.6909
really giving,-0.6909
twice since,-0.6909
actually test,-0.6909
unit work,-0.6909
flavor would,-0.6909
buying since,-0.6909
characters want,-0.6909
store person,-0.6909
job using,-0.6909
pack keep,-0.6909
sticks like,-0.6909
packaging super,-0.6909
pull wipe,-0.6909
like burnt,-0.6909
used full,-0.6909
hesitant use,-0.6909
ordered rolls,-0.6909
almost yrs,-0.6909
note first,-0.6909
using gps,-0.6909
even ship,-0.6909
real problem,-0.6909
one working,-0.6909
problems come,-0.6909
say years,-0.6909
however need,-0.6909
sooner later,-0.6909
per switch,-0.6909
say favorite,-0.6909
colors light,-0.6909
would catch,-0.6909
screen trying,-0.6909
part need,-0.6909
buy camera,-0.6909
computer still,-0.6909
eyes full,-0.6909
unbiased opinion,-0.6909
apps like,-0.6909
far reliable,-0.6909
used norton,-0.6909
try jump,-0.6909
disappointed beyond,-0.6909
charged monthly,-0.6909
product seller,-0.6909
warranty pretty,-0.6909
bottom would,-0.6909
thought found,-0.6909
much handle,-0.6909
issue nothing,-0.6909
amazon warehouse,-0.6909
got couple,-0.6909
eating temptations,-0.6909
pictures posted,-0.6909
sure thank,-0.6909
materials feel,-0.6909
still image,-0.6909
thin material,-0.6909
water top,-0.6909
times mostly,-0.6909
like extremely,-0.6909
smooth video,-0.6909
halloween costume,-0.6909
app looks,-0.6909
general book,-0.6909
service email,-0.6909
wife iphone,-0.6909
help need,-0.6909
actually closer,-0.6909
classic horror,-0.6909
time frustrating,-0.6909
nutritional value,-0.6909
another bill,-0.6909
ever actually,-0.6909
reduce quality,-0.6909
verity way,-0.6909
nothing helped,-0.6909
unit received,-0.6909
buy something,-0.6909
purchased bottles,-0.6909
instead screen,-0.6909
months problem,-0.6909
mic like,-0.6909
old non,-0.6909
together imagine,-0.6909
area around,-0.6909
cold leaks,-0.6909
away kept,-0.6909
opened one,-0.6909
without software,-0.6909
turbotax use,-0.6909
find really,-0.6909
told alexa,-0.6909
block like,-0.6909
week years,-0.6909
anxiety attack,-0.6909
used throughout,-0.6909
made without,-0.6909
even dropped,-0.6909
fellow said,-0.6909
app view,-0.6909
one directly,-0.6909
expected around,-0.6909
use local,-0.6909
melted water,-0.6909
activate alexa,-0.6909
customer turn,-0.6909
bit confused,-0.6909
photos attached,-0.6909
simple straight,-0.6909
batteries hold,-0.6909
way never,-0.6909
needed exactly,-0.6909
neighbors yard,-0.6909
away going,-0.6909
dell laptop,-0.6909
packs back,-0.6909
never never,-0.6909
however short,-0.6909
outlet power,-0.6909
hole bottom,-0.6909
needs look,-0.6909
within short,-0.6909
internet connection,-0.6909
update software,-0.6909
goes expected,-0.6909
even state,-0.6909
scent could,-0.6909
close pointed,-0.6909
product want,-0.6909
last six,-0.6909
weight makes,-0.6909
cat family,-0.6909
straps make,-0.6909
second third,-0.6909
cubes tiny,-0.6909
another days,-0.6909
power outlet,-0.6909
work rather,-0.6909
clearly says,-0.6909
fingers holding,-0.6909
completely flat,-0.6909
rinse repeat,-0.6909
step back,-0.6909
trying force,-0.6909
anything one,-0.6909
company recently,-0.6909
cable internet,-0.6909
seems people,-0.6909
version work,-0.6909
faced issue,-0.6909
box still,-0.6909
put every,-0.6909
wife loved,-0.6909
today get,-0.6909
made make,-0.6909
title book,-0.6909
devices always,-0.6909
upset first,-0.6909
fruit vegetables,-0.6909
one outdoor,-0.6909
work anything,-0.6909
current date,-0.6909
samsung filter,-0.6909
second video,-0.6909
diapers regular,-0.6909
reason came,-0.6909
bought recently,-0.6909
weight watchers,-0.6909
favorite pair,-0.6909
good men,-0.6909
use clear,-0.6909
back learned,-0.6909
still running,-0.6909
see lovely,-0.6909
one thick,-0.6909
fight scenes,-0.6909
amazon download,-0.6909
part see,-0.6909
smiled like,-0.6909
october birthday,-0.6909
fine happy,-0.6909
low pile,-0.6909
chance cheap,-0.6909
see glasses,-0.6909
modem gave,-0.6909
went walk,-0.6909
amazon gets,-0.6909
modem good,-0.6909
price listed,-0.6909
included set,-0.6909
slip since,-0.6909
old wifi,-0.6909
face got,-0.6909
buy matter,-0.6909
literally smells,-0.6909
based recommendations,-0.6909
coming loose,-0.6909
scrubbing get,-0.6909
multiple occasions,-0.6909
got camera,-0.6909
use let,-0.6909
months start,-0.6909
grounds coffee,-0.6909
fridge get,-0.6909
smaller diameter,-0.6909
around thighs,-0.6909
doubt last,-0.6909
mind amazon,-0.6909
product order,-0.6909
even sent,-0.6909
ice morning,-0.6909
everything easily,-0.6909
compartment see,-0.6909
mistake even,-0.6909
would sell,-0.6909
product real,-0.6909
replacement would,-0.6909
times new,-0.6909
look size,-0.6909
sure love,-0.6909
work would,-0.6909
makes impossible,-0.6909
videos people,-0.6909
agree others,-0.6909
say need,-0.6909
doorbell live,-0.6909
every mins,-0.6909
direct answer,-0.6909
use super,-0.6909
electronic device,-0.6909
without guilt,-0.6909
fact running,-0.6909
products brands,-0.6909
help actually,-0.6909
unit know,-0.6909
two going,-0.6909
say think,-0.6909
indeed book,-0.6909
paper quality,-0.6909
everybody else,-0.6909
back usb,-0.6909
bent neck,-0.6909
replace new,-0.6909
always failed,-0.6909
logo color,-0.6909
could ordered,-0.6909
like drive,-0.6909
even wifi,-0.6909
world even,-0.6909
young people,-0.6909
however due,-0.6909
phone get,-0.6909
reason people,-0.6909
paper unless,-0.6909
via card,-0.6909
says includes,-0.6909
could started,-0.6909
rings doorbell,-0.6909
feel safe,-0.6909
day normally,-0.6909
like terrible,-0.6909
switching new,-0.6909
blanket even,-0.6909
glue past,-0.6909
gave minutes,-0.6909
major hair,-0.6909
bought gloves,-0.6909
seemed perfect,-0.6909
even pre,-0.6909
talking camera,-0.6909
prove innocence,-0.6909
consuming product,-0.6909
time problem,-0.6909
however biggest,-0.6909
cubes last,-0.6909
water etc,-0.6909
hope problem,-0.6909
software running,-0.6909
person way,-0.6909
either dead,-0.6909
version fresh,-0.6909
small may,-0.6909
order company,-0.6909
longer top,-0.6909
like somebody,-0.6909
problem needed,-0.6909
iphone days,-0.6909
bad already,-0.6909
back currently,-0.6909
says one,-0.6909
trying hard,-0.6909
immediately notice,-0.6909
exactly feet,-0.6909
camera total,-0.6909
ice two,-0.6909
received put,-0.6909
person took,-0.6909
december used,-0.6909
using tablet,-0.6909
perfectly would,-0.6909
one load,-0.6909
went process,-0.6909
disappointed would,-0.6909
photo also,-0.6909
covid crisis,-0.6909
spent extra,-0.6909
amazon another,-0.6909
pretty solid,-0.6909
never issues,-0.6909
favorite magazines,-0.6909
login eufy,-0.6909
similar priced,-0.6909
country living,-0.6909
hooks got,-0.6909
say push,-0.6909
instead thought,-0.6909
reviews try,-0.6909
seller contact,-0.6909
gas intestines,-0.6909
comfort style,-0.6909
feet range,-0.6909
less responsive,-0.6909
covered good,-0.6909
part year,-0.6909
heavier thicker,-0.6909
product take,-0.6909
well pampers,-0.6909
etc unfortunately,-0.6909
bad way,-0.6909
included photos,-0.6909
flat put,-0.6909
purchase month,-0.6909
earlier review,-0.6909
purchase book,-0.6909
fixed pay,-0.6909
flames smoke,-0.6909
sent received,-0.6909
like gummy,-0.6909
charged day,-0.6909
first photo,-0.6909
subscriptions one,-0.6909
new price,-0.6909
years believe,-0.6909
received box,-0.6909
falls even,-0.6909
time bought,-0.6909
bed many,-0.6909
issues mold,-0.6909
help first,-0.6909
thing set,-0.6909
live feed,-0.6909
served years,-0.6909
wheels easy,-0.6909
disappointed way,-0.6909
attached show,-0.6909
able return,-0.6909
four bottles,-0.6909
renew charge,-0.6909
one plug,-0.6909
enough gave,-0.6909
brand comparable,-0.6909
diapers bought,-0.6909
money instead,-0.6909
love blue,-0.6909
contacted norton,-0.6909
also least,-0.6909
induced diarrhea,-0.6909
people lives,-0.6909
old also,-0.6909
dry night,-0.6909
weeks get,-0.6909
pen less,-0.6909
page good,-0.6909
diet cut,-0.6909
tell world,-0.6909
buy guess,-0.6909
plus want,-0.6909
thinking maybe,-0.6909
bought going,-0.6909
kind silly,-0.6909
even eat,-0.6909
add product,-0.6909
several apps,-0.6909
band get,-0.6909
disappointed thought,-0.6909
speak someone,-0.6909
replace camera,-0.6909
level filtration,-0.6909
years guess,-0.6909
would support,-0.6909
linked account,-0.6909
paying money,-0.6909
characters instead,-0.6909
part package,-0.6909
know trust,-0.6909
underneath sure,-0.6909
head see,-0.6909
middle aged,-0.6909
genuine samsung,-0.6909
room also,-0.6909
product zero,-0.6909
item use,-0.6909
well year,-0.6909
give spray,-0.6909
cable buy,-0.6909
mask like,-0.6909
short sleeve,-0.6909
purchase even,-0.6909
turned expensive,-0.6909
completely removed,-0.6909
play usually,-0.6909
quality look,-0.6909
people report,-0.6909
use without,-0.6909
activated without,-0.6909
mark badly,-0.6909
call speak,-0.6909
pain really,-0.6909
spent days,-0.6909
phone ever,-0.6909
dogs dog,-0.6909
definitely kept,-0.6909
rocks dirt,-0.6909
material actually,-0.6909
pop computer,-0.6909
posted pics,-0.6909
work advertised,-0.6909
con see,-0.6909
today got,-0.6909
task finding,-0.6909
changed first,-0.6909
month came,-0.6909
bag way,-0.6909
notebook one,-0.6909
work never,-0.6909
tells use,-0.6909
fall fall,-0.6909
ordered arrived,-0.6909
window opening,-0.6909
got simple,-0.6909
smaller listed,-0.6909
wireless routers,-0.6909
decided instead,-0.6909
actual vinyl,-0.6909
would set,-0.6909
rain wiper,-0.6909
batteries purchased,-0.6909
gets even,-0.6909
previous filters,-0.6909
quality get,-0.6909
unfortunately since,-0.6909
markers purchased,-0.6909
amazon thanks,-0.6909
come along,-0.6909
like dirty,-0.6909
ago stopped,-0.6909
package said,-0.6909
pack immediately,-0.6909
difference product,-0.6909
time norton,-0.6909
number items,-0.6909
videos think,-0.6909
orange tint,-0.6909
really quickly,-0.6909
auto sensing,-0.6909
might good,-0.6909
ten bucks,-0.6909
special offer,-0.6909
read every,-0.6909
books want,-0.6909
wipes contain,-0.6909
bad mistake,-0.6909
well today,-0.6909
vitamins like,-0.6909
pack sample,-0.6909
always went,-0.6909
could replaced,-0.6909
get cold,-0.6909
wonderfully well,-0.6909
rental model,-0.6909
great although,-0.6909
wrong along,-0.6909
phone box,-0.6909
arrived read,-0.6909
filter attached,-0.6909
broken short,-0.6909
though fire,-0.6909
total times,-0.6909
controller buy,-0.6909
issues already,-0.6909
well visually,-0.6909
pay item,-0.6909
came noticed,-0.6909
higher price,-0.6909
buying reliable,-0.6909
read multiple,-0.6909
fridge filter,-0.6909
home ice,-0.6909
content also,-0.6909
screen also,-0.6909
beauty supply,-0.6909
back said,-0.6909
old review,-0.6909
bought worth,-0.6909
sure turned,-0.6909
recommend family,-0.6909
main thing,-0.6909
refrigerator door,-0.6909
never activated,-0.6909
ice super,-0.6909
people thought,-0.6909
hundred dollar,-0.6909
velvet dust,-0.6909
one metal,-0.6909
found using,-0.6909
made many,-0.6909
cheap poorly,-0.6909
deal every,-0.6909
good recommendation,-0.6909
end either,-0.6909
share world,-0.6909
marks around,-0.6909
actually ordered,-0.6909
box know,-0.6909
similar product,-0.6909
time received,-0.6909
software since,-0.6909
got pool,-0.6909
kids accidentally,-0.6909
thick strong,-0.6909
got box,-0.6909
product immediately,-0.6909
still absolutely,-0.6909
anyone going,-0.6909
amazon toilet,-0.6909
similar reviews,-0.6909
guitar see,-0.6909
spot old,-0.6909
camera much,-0.6909
neoprene weights,-0.6909
box expiration,-0.6909
two turned,-0.6909
spray small,-0.6909
pages longer,-0.6909
ever happen,-0.6909
installation instructions,-0.6909
like write,-0.6909
stuff much,-0.6909
temperature work,-0.6909
buy card,-0.6909
hard give,-0.6909
expect quality,-0.6909
room took,-0.6909
accidentally press,-0.6909
level long,-0.6909
hate little,-0.6909
somehow still,-0.6909
back bring,-0.6909
treats definitely,-0.6909
sheets bought,-0.6909
ever enough,-0.6909
window get,-0.6909
attached phone,-0.6909
garbage ever,-0.6909
water poured,-0.6909
product photos,-0.6909
great super,-0.6909
get return,-0.6909
ordered received,-0.6909
installed house,-0.6909
get every,-0.6909
purpose review,-0.6909
thrilled able,-0.6909
wanted love,-0.6909
eating food,-0.6909
something time,-0.6909
code activated,-0.6909
tipped markers,-0.6909
adjust brightness,-0.6909
water initially,-0.6909
made feet,-0.6909
boxes first,-0.6909
works way,-0.6909
running windows,-0.6909
add juice,-0.6909
fall trap,-0.6909
gift want,-0.6909
opening still,-0.6909
bend open,-0.6909
way really,-0.6909
well packaging,-0.6909
need full,-0.6909
look around,-0.6909
warranty product,-0.6909
good another,-0.6909
movie going,-0.6909
perform full,-0.6909
latch onto,-0.6909
center make,-0.6909
wipes amazon,-0.6909
sink set,-0.6909
anything let,-0.6909
amazon part,-0.6909
range also,-0.6909
multiple cats,-0.6909
well tested,-0.6909
research buying,-0.6909
well dumped,-0.6909
grounds cup,-0.6909
love concept,-0.6909
bed time,-0.6909
magazine full,-0.6909
batteries use,-0.6909
generation every,-0.6909
give never,-0.6909
buy pods,-0.6909
review one,-0.6909
switched blue,-0.6909
save little,-0.6909
said many,-0.6909
last note,-0.6909
balance need,-0.6909
bought without,-0.6909
miles hour,-0.6909
initially found,-0.6909
wrong think,-0.6909
whole bag,-0.6909
two pillows,-0.6909
books people,-0.6909
good connection,-0.6909
really low,-0.6909
cannot locate,-0.6909
bodied coffee,-0.6909
laying around,-0.6909
nerve wracking,-0.6909
realized bottle,-0.6909
work okay,-0.6909
plus month,-0.6909
voila worked,-0.6909
price start,-0.6909
thank people,-0.6909
heat leave,-0.6909
still moves,-0.6909
things care,-0.6909
stick muffin,-0.6909
wash every,-0.6909
soak scrub,-0.6909
ive looking,-0.6909
buying two,-0.6909
make smell,-0.6909
residue face,-0.6909
ago seems,-0.6909
paint wall,-0.6909
night someone,-0.6909
check reviews,-0.6909
book note,-0.6909
slides right,-0.6909
mouse feels,-0.6909
multiple devices,-0.6909
right top,-0.6909
coating coating,-0.6909
couple bucks,-0.6909
get stand,-0.6909
control world,-0.6909
drill holes,-0.6909
material changed,-0.6909
guess stuck,-0.6909
film bottom,-0.6909
going straight,-0.6909
flat actually,-0.6909
like cool,-0.6909
office since,-0.6909
point amazon,-0.6909
downloaded app,-0.6909
customer product,-0.6909
going thru,-0.6909
set guitar,-0.6909
pay much,-0.6909
part main,-0.6909
generic brands,-0.6909
new business,-0.6909
center asked,-0.6909
another mattress,-0.6909
cracked phone,-0.6909
stand ripping,-0.6909
written review,-0.6909
get protector,-0.6909
trying pull,-0.6909
see metal,-0.6909
food cat,-0.6909
pretty disgusting,-0.6909
weeks never,-0.6909
chocolate peanut,-0.6909
well stays,-0.6909
cases decided,-0.6909
pump comes,-0.6909
often also,-0.6909
noticable difference,-0.6909
old got,-0.6909
box old,-0.6909
want personally,-0.6909
products instructions,-0.6909
silicone baking,-0.6909
even smallest,-0.6909
unfortunate cannot,-0.6909
also thinking,-0.6909
experience much,-0.6909
amazon pencils,-0.6909
believe never,-0.6909
original formula,-0.6909
put loved,-0.6909
front looks,-0.6909
two week,-0.6909
way check,-0.6909
cut short,-0.6909
connection lost,-0.6909
like lavender,-0.6909
without incident,-0.6909
date may,-0.6909
complain getting,-0.6909
understand good,-0.6909
far many,-0.6909
like donate,-0.6909
cheap cons,-0.6909
another bag,-0.6909
used ordered,-0.6909
coffee get,-0.6909
via computer,-0.6909
old assembly,-0.6909
per pod,-0.6909
annoying squeals,-0.6909
mute volume,-0.6909
flying shelves,-0.6909
bottom litter,-0.6909
say horrible,-0.6909
allow good,-0.6909
samsung evo,-0.6909
pee pad,-0.6909
still came,-0.6909
old trashed,-0.6909
found rocks,-0.6909
package contained,-0.6909
costing money,-0.6909
fabric like,-0.6909
tech stuff,-0.6909
purchase buy,-0.6909
supposed clean,-0.6909
fridge model,-0.6909
free using,-0.6909
box several,-0.6909
make filters,-0.6909
left soak,-0.6909
quality camera,-0.6909
less months,-0.6909
much heat,-0.6909
tiny pieces,-0.6909
set fine,-0.6909
people given,-0.6909
device health,-0.6909
break use,-0.6909
like absolutely,-0.6909
gram sugar,-0.6909
paper usually,-0.6909
work pretty,-0.6909
received enjoying,-0.6909
money frustration,-0.6909
exactly design,-0.6909
seal easier,-0.6909
sorry product,-0.6909
care less,-0.6909
emails back,-0.6909
get short,-0.6909
glass water,-0.6909
know test,-0.6909
coffee creamer,-0.6909
wants help,-0.6909
much disappointment,-0.6909
screen look,-0.6909
unfortunately case,-0.6909
show great,-0.6909
box bags,-0.6909
precious milk,-0.6909
however maybe,-0.6909
coffee blend,-0.6909
originally gave,-0.6909
stocky guy,-0.6909
even fit,-0.6909
results used,-0.6909
device either,-0.6909
happened like,-0.6909
mind would,-0.6909
even normal,-0.6909
cat dog,-0.6909
felt completely,-0.6909
experience others,-0.6909
replace filter,-0.6909
finding another,-0.6909
anything raise,-0.6909
consider changing,-0.6909
keep checking,-0.6909
edges screen,-0.6909
simplicity ease,-0.6909
made especially,-0.6909
heavy always,-0.6909
week saw,-0.6909
controls place,-0.6909
tried play,-0.6909
leaving bottle,-0.6909
easier carry,-0.6909
downloaded installed,-0.6909
obviously one,-0.6909
price cheaper,-0.6909
throughout night,-0.6909
duty shower,-0.6909
let kids,-0.6909
using filter,-0.6909
smell taste,-0.6909
longer standard,-0.6909
service provider,-0.6909
plugging fire,-0.6909
summer use,-0.6909
come pre,-0.6909
scratch resistant,-0.6909
towels better,-0.6909
tasks around,-0.6909
already spent,-0.6909
new puppy,-0.6909
comes lose,-0.6909
purchase got,-0.6909
air got,-0.6909
pay extra,-0.6909
found last,-0.6909
add liquid,-0.6909
around leg,-0.6909
put trash,-0.6909
things free,-0.6909
software directly,-0.6909
water end,-0.6909
doorbell rings,-0.6909
open interpretation,-0.6909
took maybe,-0.6909
swam ocean,-0.6909
someone post,-0.6909
box outside,-0.6909
camera monitor,-0.6909
data transfer,-0.6909
left nothing,-0.6909
continued try,-0.6909
use colors,-0.6909
update seller,-0.6909
honda accord,-0.6909
longer know,-0.6909
get hair,-0.6909
today everything,-0.6909
sell separately,-0.6909
today black,-0.6909
look full,-0.6909
guitar use,-0.6909
hour reading,-0.6909
unless call,-0.6909
piece crap,-0.6909
way ever,-0.6909
buy sheets,-0.6909
working cleaned,-0.6909
digest amazon,-0.6909
company work,-0.6909
enjoyed watching,-0.6909
interface like,-0.6909
got someone,-0.6909
told fine,-0.6909
brand cat,-0.6909
garage sale,-0.6909
bought ring,-0.6909
buy toy,-0.6909
taken two,-0.6909
please tell,-0.6909
time believing,-0.6909
even matter,-0.6909
easy download,-0.6909
ordered got,-0.6909
queen gray,-0.6909
like carrying,-0.6909
one overnight,-0.6909
look real,-0.6909
place new,-0.6909
motion still,-0.6909
still issue,-0.6909
surprise opened,-0.6909
christmas day,-0.6909
month litter,-0.6909
feel totally,-0.6909
exact order,-0.6909
like self,-0.6909
enough warrant,-0.6909
miracle grow,-0.6909
much anything,-0.6909
self esteem,-0.6909
made pack,-0.6909
pov narrator,-0.6909
negative test,-0.6909
prints worked,-0.6909
bother much,-0.6909
device first,-0.6909
option amazon,-0.6909
also thing,-0.6909
disappointed got,-0.6909
price increase,-0.6909
research choosing,-0.6909
wanted eat,-0.6909
device plug,-0.6909
phones last,-0.6909
one along,-0.6909
one dimensional,-0.6909
size year,-0.6909
pure diaper,-0.6909
note amazon,-0.6909
keep alive,-0.6909
according amazon,-0.6909
spent day,-0.6909
routine using,-0.6909
port plugged,-0.6909
odd take,-0.6909
back picked,-0.6909
price water,-0.6909
well update,-0.6909
device tried,-0.6909
ago using,-0.6909
email open,-0.6909
location one,-0.6909
filter cartridge,-0.6909
back loose,-0.6909
friend one,-0.6909
sprayed house,-0.6909
one pillowcases,-0.6909
break open,-0.6909
battery one,-0.6909
fine packaging,-0.6909
sure supposed,-0.6909
tablet need,-0.6909
follow leader,-0.6909
download games,-0.6909
getting original,-0.6909
sometimes something,-0.6909
size pillow,-0.6909
issue well,-0.6909
watching last,-0.6909
last wednesday,-0.6909
specifically designed,-0.6909
however bought,-0.6909
chapter obvious,-0.6909
adhesive well,-0.6909
impossible also,-0.6909
since happened,-0.6909
like nothing,-0.6909
somehow feel,-0.6909
want tell,-0.6909
last legs,-0.6909
work trash,-0.6909
items problems,-0.6909
came pouring,-0.6909
articles read,-0.6909
around per,-0.6909
creams tried,-0.6909
green color,-0.6909
every chance,-0.6909
along time,-0.6909
open drawer,-0.6909
place first,-0.6909
house however,-0.6909
made seem,-0.6909
much coffee,-0.6909
game tried,-0.6909
ahead bought,-0.6909
act like,-0.6909
usable condition,-0.6909
foot cords,-0.6909
wanted best,-0.6909
turn often,-0.6909
battery charging,-0.6909
day make,-0.6909
time setting,-0.6909
monitor get,-0.6909
cool hot,-0.6909
support page,-0.6909
cheaper make,-0.6909
issue mouse,-0.6909
post update,-0.6909
pencils good,-0.6909
work night,-0.6909
features great,-0.6909
seemed kind,-0.6909
microsoft tech,-0.6909
pencils lead,-0.6909
used software,-0.6909
degree harvard,-0.6909
review included,-0.6909
however got,-0.6909
expensive piece,-0.6909
returns defective,-0.6909
license right,-0.6909
arrived work,-0.6909
mid day,-0.6909
great week,-0.6909
could learn,-0.6909
space grey,-0.6909
back trusting,-0.6909
new underwear,-0.6909
two lines,-0.6909
rest went,-0.6909
work going,-0.6909
needs get,-0.6909
call tech,-0.6909
pure diapers,-0.6909
sell inferior,-0.6909
seen bad,-0.6909
cord short,-0.6909
deal well,-0.6909
string cutter,-0.6909
tasted fine,-0.6909
expensive water,-0.6909
even told,-0.6909
share personal,-0.6909
people understand,-0.6909
neutrogena wipes,-0.6909
little white,-0.6909
wood shop,-0.6909
one sister,-0.6909
also turns,-0.6909
test kits,-0.6909
daily drivers,-0.6909
type pen,-0.6909
left box,-0.6909
office day,-0.6909
one check,-0.6909
character trying,-0.6909
buy wish,-0.6909
reads like,-0.6909
extension hose,-0.6909
quality thank,-0.6909
weeks going,-0.6909
simple water,-0.6909
layers hard,-0.6909
thick cheap,-0.6909
book seemed,-0.6909
lack potassium,-0.6909
since june,-0.6909
meet expectations,-0.6909
outside patio,-0.6909
months subscription,-0.6909
people issue,-0.6909
stayed away,-0.6909
lost interest,-0.6909
experience since,-0.6909
clean spill,-0.6909
issues time,-0.6909
need try,-0.6909
back page,-0.6909
collect dust,-0.6909
reason probably,-0.6909
disappointed size,-0.6909
part two,-0.6909
mind business,-0.6909
less three,-0.6909
away bags,-0.6909
safety feature,-0.6909
changed used,-0.6909
one layer,-0.6909
emptied litter,-0.6909
ordered also,-0.6909
tilt cup,-0.6909
pop says,-0.6909
sheets ever,-0.6909
money getting,-0.6909
used straw,-0.6909
told use,-0.6909
product designer,-0.6909
small yellow,-0.6909
fingers touched,-0.6909
year past,-0.6909
day change,-0.6909
way equipment,-0.6909
ordered blue,-0.6909
real objective,-0.6909
easily cut,-0.6909
anyone put,-0.6909
ring worked,-0.6909
continue support,-0.6909
extremely detailed,-0.6909
way worse,-0.6909
old really,-0.6909
like money,-0.6909
feelings develop,-0.6909
well live,-0.6909
first delivery,-0.6909
milk supply,-0.6909
exact item,-0.6909
waited post,-0.6909
treats anymore,-0.6909
layer three,-0.6909
advertisements pictures,-0.6909
tested long,-0.6909
weeks worth,-0.6909
like tablet,-0.6909
sure least,-0.6909
previously gave,-0.6909
never ever,-0.6909
amazon finally,-0.6909
box shows,-0.6909
use wipes,-0.6909
access digital,-0.6909
update reviewed,-0.6909
review notice,-0.6909
time forget,-0.6909
sticker check,-0.6909
add devices,-0.6909
much changed,-0.6909
different amazon,-0.6909
put fruit,-0.6909
view would,-0.6909
smelled right,-0.6909
seller actually,-0.6909
positive things,-0.6909
speed third,-0.6909
issues part,-0.6909
dog crate,-0.6909
buy many,-0.6909
mean imagine,-0.6909
plastic pods,-0.6909
long took,-0.6909
sleep restoration,-0.6909
box noticed,-0.6909
need stop,-0.6909
windshield dimensions,-0.6909
magazine like,-0.6909
wasting everyone,-0.6909
netflix amazon,-0.6909
half empty,-0.6909
back vengeance,-0.6909
took several,-0.6909
say extremely,-0.6909
never taken,-0.6909
open packages,-0.6909
clear first,-0.6909
let save,-0.6909
system excellent,-0.6909
time sprayed,-0.6909
earned money,-0.6909
make review,-0.6909
things break,-0.6909
kindle first,-0.6909
decided finally,-0.6909
one ordered,-0.6909
bought class,-0.6909
pocket give,-0.6909
volume small,-0.6909
surfboard modem,-0.6909
paint use,-0.6909
answer simple,-0.6909
frustration free,-0.6909
debra webb,-0.6909
see run,-0.6909
got old,-0.6909
used test,-0.6909
largest size,-0.6909
larger portion,-0.6909
started subscription,-0.6909
said working,-0.6909
start truck,-0.6909
going totally,-0.6909
ear speaker,-0.6909
solid stars,-0.6909
costco brand,-0.6909
suspicions confirmed,-0.6909
emergency use,-0.6909
account enter,-0.6909
glasses top,-0.6909
installed another,-0.6909
real product,-0.6909
amazon paid,-0.6909
end like,-0.6909
without dropping,-0.6909
fructose corn,-0.6909
changes made,-0.6909
based app,-0.6909
tree front,-0.6909
times see,-0.6909
home practice,-0.6909
decided call,-0.6909
main purpose,-0.6909
toy bought,-0.6909
good points,-0.6909
one done,-0.6909
wow really,-0.6909
cleaner works,-0.6909
please thank,-0.6909
soon amazon,-0.6909
app available,-0.6909
book trying,-0.6909
boxes make,-0.6909
duty fabric,-0.6909
either bad,-0.6909
even try,-0.6909
gen stick,-0.6909
better bought,-0.6909
choices right,-0.6909
fit plus,-0.6909
want bother,-0.6909
getting really,-0.6909
ago switch,-0.6909
returning see,-0.6909
birthday present,-0.6909
everything think,-0.6909
forward month,-0.6909
would reset,-0.6909
gave gift,-0.6909
review buy,-0.6909
communicate one,-0.6909
scheduled come,-0.6909
wall way,-0.6909
also unfortunate,-0.6909
put kitchen,-0.6909
times trying,-0.6909
coffee kcups,-0.6909
purchase every,-0.6909
worth maybe,-0.6909
purchased shirts,-0.6909
barely months,-0.6909
give least,-0.6909
credit card,-0.6752
stopped working,-0.6675
time money,-0.661
new ones,-0.6588
new design,-0.6496
even worse,-0.6496
bought product,-0.6452
contacted company,-0.633
got today,-0.633
make easy,-0.633
even get,-0.6288
allergic reaction,-0.624
view camera,-0.624
reviewer said,-0.624
really excited,-0.624
less week,-0.624
reviews amazon,-0.624
one actually,-0.624
new filter,-0.624
stand behind,-0.624
would get,-0.6164
dual band,-0.6118
people buy,-0.6118
automatic renewal,-0.6118
blue buffalo,-0.6118
received product,-0.6118
wifi network,-0.6118
first issue,-0.6118
would much,-0.6118
received email,-0.6118
first filter,-0.6118
five days,-0.6118
difficult get,-0.6118
try find,-0.6118
buy anything,-0.6118
ask alexa,-0.6118
third party,-0.6038
better quality,-0.5941
time purchased,-0.594
clear picture,-0.594
could return,-0.594
start using,-0.594
open package,-0.594
like every,-0.594
little disappointed,-0.594
actual product,-0.594
audio books,-0.594
time replace,-0.594
took place,-0.594
get something,-0.594
maybe would,-0.594
new feature,-0.594
would kind,-0.594
bright yellow,-0.594
local storage,-0.594
able pull,-0.594
boxer briefs,-0.594
vet said,-0.594
local grocery,-0.594
north carolina,-0.594
throughout story,-0.594
reviews decided,-0.594
year first,-0.594
weeks use,-0.594
length time,-0.594
like someone,-0.594
link kasa,-0.594
free time,-0.594
school one,-0.594
book get,-0.594
get going,-0.594
could used,-0.594
prime day,-0.5818
one issue,-0.5818
left right,-0.577
available amazon,-0.577
buy amazon,-0.577
trying get,-0.5661
fan years,-0.566
took longer,-0.566
lid leak,-0.566
finished could,-0.566
got house,-0.566
see product,-0.566
issues even,-0.566
even book,-0.566
even dark,-0.566
see works,-0.566
used love,-0.566
tik tok,-0.566
hour trying,-0.566
